total_rooms,total_bedrooms,population,households,house_value
993,175,374,180,357200
2715,458,1151,434,362600
1097,186,513,185,361400
2700,510,1146,506,345900
2198,352,839,335,350800
1361,252,581,263,340700
1436,374,662,292,329400
1113,234,584,231,316000
303,69,131,73,331800
6699,1781,2725,1544,285700
1629,275,668,266,387200
2298,388,849,360,363500
1877,314,877,320,363600
1802,306,753,282,356000
1464,224,581,232,365900
2789,503,3732,474,352300
1462,240,562,237,365200
1282,216,494,209,365900
1104,216,415,163,422000
1860,345,800,355,500001
2799,491,978,447,500001
1901,270,704,254,500001
70,7,17,4,500001
4393,966,1257,579,356100
14891,3984,6270,3595,283200
913,161,451,172,411200
714,118,314,117,432100
2526,452,996,441,456600
1089,174,502,180,434800
1364,248,494,242,456300
2825,453,1221,461,377200
2416,454,1028,409,330700
1833,355,847,348,287800
1859,337,813,326,294500
2395,458,1287,450,299000
3259,967,2003,920,400000
1821,588,1397,523,187500
6955,2062,3591,1566,247600
1138,228,497,228,303300
412,128,310,137,266700
1044,219,567,222,284400
2038,394,1086,387,289600
3097,791,1075,639,500001
2723,547,1090,519,500001
2076,332,771,327,500001
1761,409,1309,357,175900
620,133,642,162,159600
1273,309,1203,348,162000
2475,532,1416,470,156400
2025,618,2231,593,151200
2503,532,1735,505,162800
2758,675,2047,591,179700
2307,493,1754,528,232800
2082,612,2009,548,184100
2810,614,1578,601,200600
1700,340,864,317,238700
2016,365,1083,369,230200
1511,274,853,308,251300
1391,420,1378,377,222200
3559,869,2965,794,216700
1428,268,825,250,239600
1241,226,621,255,232400
123,36,142,40,200000
2693,661,1598,618,240200
2716,660,1807,661,226300
2880,802,2083,727,223400
1499,340,1141,326,213600
2080,560,2096,506,184400
2659,765,2629,726,175900
5544,1068,3008,1038,282700
2790,513,1498,519,268300
3096,757,2048,704,233300
2793,686,2255,682,235300
2782,884,1790,748,203300
3569,924,2159,880,224200
2572,504,1172,519,304100
2004,481,1658,456,171100
1697,394,1274,396,163100
1291,230,835,215,181500
1205,340,1799,370,128000
636,169,788,143,131300
239,135,165,112,187500
1446,327,980,319,177700
2218,561,1789,527,182300
1513,365,1227,354,184600
1471,329,1207,335,165500
1895,420,1422,389,191300
1989,458,1668,455,168000
2233,591,1915,558,169100
3708,1016,2855,948,165400
1867,571,951,498,154200
1068,283,1180,274,157500
1115,412,1472,396,146200
1535,369,1291,340,174000
1672,491,1723,462,174500
2109,651,2120,605,158700
1417,359,1450,367,172000
1349,371,1716,380,138100
1730,460,1724,424,150400
981,286,1183,298,139800
2188,706,2265,652,164700
1162,264,1044,241,205600
59,24,69,23,350000
1239,473,1524,387,154700
296,139,511,133,182100
574,173,784,162,152300
2191,739,2931,692,163100
886,253,809,219,164200
2272,694,2567,595,150600
3354,1174,4426,1110,167300
1212,304,1076,293,160100
1731,485,2115,478,141300
22,11,32,7,112500
3821,795,2831,769,346200
9659,1716,4336,1674,290500
307,69,374,65,146900
1305,381,1384,369,186800
393,189,429,188,187500
1751,512,1939,503,200000
2442,719,1916,646,208300
855,271,486,250,350000
2356,440,1291,418,416100
6097,1270,2678,1226,285200
967,175,481,163,265600
1958,386,1098,380,273400
2223,410,1163,413,270800
2464,472,1111,457,350000
5042,974,2260,935,351200
1650,443,1359,386,192400
1957,517,1454,526,203100
1319,292,766,285,218900
1503,411,1368,390,195300
1438,472,1018,399,306700
1382,361,905,344,238300
2074,533,1311,531,225800
1854,519,1151,486,225000
2492,711,1699,672,242300
2835,711,1669,652,268500
1731,,866,403,255400
3075,860,1584,806,260500
1725,295,799,306,368500
1665,280,656,282,351900
2625,673,1184,606,285200
2852,603,1130,560,293900
2025,361,957,363,350000
1853,556,2090,539,248100
2602,802,2178,737,234500
2085,588,1767,516,243200
2137,559,1550,529,227200
3161,,1865,771,231700
2469,584,1253,535,257500
2647,658,1459,595,253400
2510,583,1388,554,267800
2582,606,1304,588,276400
1642,287,692,288,321500
2711,508,1372,459,326700
2168,357,1171,374,311900
2265,366,986,388,409800
1099,168,407,159,500001
6191,1081,2297,1023,446700
3135,746,1815,697,300000
1297,246,611,242,401900
2790,,1167,441,361500
1644,471,780,416,464300
1933,475,902,412,332800
2809,666,1316,633,303800
2651,590,1103,508,254300
1568,452,801,422,225000
2842,522,1624,510,287500
3857,607,1695,572,396400
2377,362,1055,362,367100
3019,469,1349,462,394100
3812,595,1645,591,380100
2288,439,1079,434,361000
1912,308,896,314,352700
1061,208,514,208,254200
1541,280,753,264,292100
2839,592,1413,538,271200
3150,518,1392,480,336900
2421,475,1232,454,296200
1535,283,816,287,312100
1666,280,788,273,344400
2485,418,1226,406,329500
890,179,555,200,271900
1979,496,1157,459,217700
2062,396,1089,375,301200
1954,368,967,370,261300
1428,325,836,302,209200
1107,194,518,195,263700
1805,303,838,301,326600
2174,418,1030,395,341700
2988,719,1357,657,268000
2584,608,1217,568,273400
1464,406,693,380,200000
1399,390,859,386,234800
2476,506,1271,485,263900
1722,406,926,371,252000
2510,535,1516,542,267000
309,47,121,45,285000
1477,280,750,295,317900
1473,294,807,296,306300
2067,452,1282,455,309900
3817,886,1888,829,245600
2507,517,1232,470,241300
8206,1186,3141,1150,462200
1853,345,757,310,422000
1708,280,768,276,457400
2332,,943,339,446600
14556,2077,5459,2017,500001
959,204,446,210,331300
4704,920,1895,886,400000
2443,492,1115,493,409800
2672,335,1113,318,500001
4524,1005,2099,937,366700
8590,1231,3401,1178,472700
434,74,199,75,420500
1788,267,735,266,375700
5550,881,2465,862,446100
3105,582,1359,547,429100
1649,522,1332,483,257100
2124,370,998,372,370400
2549,591,1156,546,374300
2187,284,733,274,406200
1904,297,797,286,380400
2477,385,993,371,368100
1532,292,631,275,372900
5131,1436,2690,1371,280000
5949,1417,2593,1337,318600
2943,769,1312,656,187500
2919,857,1866,811,206300
3407,885,1883,870,351100
1560,280,825,269,354700
5036,1299,3164,1175,238700
1865,360,973,349,321200
2332,433,1135,440,331200
2010,,908,326,374000
2287,295,829,296,500001
3034,406,1158,399,498400
2243,339,911,319,446800
2602,418,1137,419,358000
1602,265,667,251,323500
2195,336,878,309,365600
2664,651,1553,629,256300
3852,1066,2986,993,255400
1732,305,875,311,292600
4292,1075,2719,987,286600
1262,338,1019,332,241900
413,107,349,107,189800
2238,682,1882,611,208300
4041,1169,3309,1117,222400
48,14,74,16,162500
1257,318,764,319,238000
1875,460,869,438,243600
3213,874,2401,819,256800
1453,356,787,345,255500
2265,637,1684,561,217100
3018,806,2205,742,220200
1744,536,1494,531,230800
830,183,479,179,253700
1301,253,637,260,252700
1393,290,605,282,257400
1775,525,950,522,177100
2981,894,1941,863,178600
3340,945,2315,846,252300
2481,756,1763,675,247500
850,162,493,160,298800
2734,658,1562,607,284100
1235,271,499,263,282600
3712,1005,1888,890,209600
3700,945,1681,905,200000
5282,1605,4116,1574,209800
4852,1465,3171,1332,192900
1238,338,605,331,228100
1377,444,768,422,187500
3960,1027,1729,978,193800
2865,864,2061,790,201300
3196,994,2929,983,219500
2909,1021,2614,935,229000
2294,716,1686,680,258300
2864,844,1745,803,224300
1843,554,1402,512,254000
1813,560,1501,544,238000
1644,395,959,383,257700
2170,401,1043,394,269000
2063,670,1892,643,202300
4877,1488,4486,1458,222100
1615,570,1245,544,196900
584,260,552,235,275000
1107,479,616,443,187500
902,320,650,334,268800
3431,1222,4094,1205,248100
1060,332,1025,288,175000
1727,506,1200,439,210700
2837,776,2287,736,229000
3208,1111,2843,1005,218100
1383,470,1185,451,207100
196,74,194,68,218800
1336,396,1255,359,205000
3487,1131,3749,1072,221900
5980,1856,5217,1772,184500
2340,773,2226,754,217500
1971,439,1245,430,260500
322,88,229,89,243800
2946,1025,2542,912,255900
739,265,861,246,181300
7714,1132,3199,1100,446200
3190,489,1362,480,402900
1834,316,864,309,302200
3120,620,1441,612,320400
3615,913,1924,852,280900
1704,277,746,262,326100
1502,243,586,231,332400
4713,1169,2372,1077,287900
2962,468,1364,466,343500
1692,263,778,278,349600
2110,346,984,342,345300
759,136,372,135,328900
1978,337,834,311,294400
1325,254,613,248,289000
2322,418,1106,433,284600
2860,682,1516,621,262900
1524,393,1176,375,192400
1878,614,1874,559,231800
2209,444,952,403,341200
1335,249,485,240,352100
1519,331,613,315,272500
724,149,420,150,361700
589,119,375,122,222700
7179,1985,4757,1924,206500
7174,1997,4293,1872,251900
350,115,342,111,200000
5492,1549,2997,1405,172100
3112,890,1700,851,181300
3801,1116,1986,1078,222700
192,41,83,38,118800
1594,389,832,340,212100
1995,564,1202,544,250000
2589,465,1284,485,247100
2584,483,1118,459,245100
2115,463,1133,439,222000
2570,517,1256,510,226000
1505,347,799,319,217000
814,165,490,176,223100
1552,315,785,316,235500
1969,377,977,367,231300
2122,385,926,362,231400
1029,252,613,255,219900
1721,343,834,334,231200
3046,633,1448,599,226900
1393,301,714,295,229900
903,190,557,204,209100
1676,322,846,295,209500
2711,491,1277,490,224700
1840,379,866,360,230400
2572,613,1280,570,232000
858,170,365,171,225000
1604,326,814,329,216000
1268,240,661,239,229100
1328,290,720,289,226900
3566,701,1601,653,232000
3033,580,1284,561,232500
2267,478,1083,458,250000
1390,281,538,270,293800
1305,228,584,255,267900
1934,375,750,365,251800
2381,575,1235,499,247800
1718,344,756,343,247000
1133,212,545,222,249500
1717,391,848,353,254500
1396,294,608,246,244500
2705,649,1676,654,247900
493,168,259,138,17500
1321,303,471,301,331800
3068,756,1190,695,497400
1586,377,625,344,450000
6082,1763,2616,1644,246900
3448,690,1562,643,258800
2347,665,1317,547,349300
1074,170,403,208,366700
1868,356,799,403,279300
1359,428,770,380,234600
2345,453,1031,427,278300
1353,398,1211,357,205000
2144,446,860,435,315000
3188,931,2118,850,218300
2910,917,2522,873,219400
2443,498,1601,484,146000
1394,313,1111,327,161800
1769,410,1499,390,153500
1489,326,1389,313,160300
271,61,246,62,164600
2606,447,1555,404,193800
1704,347,1384,374,155500
1237,298,1073,293,154600
1181,265,1196,269,167000
862,280,1243,267,154200
1260,382,1434,342,122900
1632,401,1357,401,160100
762,228,840,226,154200
527,146,582,143,138800
11,11,24,13,162500
944,244,1107,235,144100
843,194,800,180,151700
1156,305,1359,289,137100
2602,638,2780,620,149800
17715,2370,7665,2312,349100
1279,163,412,157,293800
7798,1161,3710,1227,260500
16759,2274,7249,2156,358700
7876,1253,3699,1162,248700
5039,821,2654,802,211700
5153,1164,2949,1083,174600
2996,495,1187,464,161700
2426,426,1319,446,224500
3814,721,1881,692,215600
8254,1153,3460,1131,349900
2421,306,1023,298,451500
3770,573,1606,562,309700
3773,694,2103,688,198000
5745,735,2061,679,451400
9610,2005,4723,1907,156800
2056,461,1332,429,212800
2240,457,1187,407,184200
2259,505,1561,509,155500
2225,485,1544,464,166700
4644,967,2855,867,222100
2308,322,1001,317,355500
1764,365,924,329,186700
3713,718,2106,720,185500
2899,429,1251,429,297200
1582,248,654,221,275000
2344,363,1098,359,283400
2655,415,1056,401,269500
3097,667,1484,634,235300
2495,586,1139,559,209200
1959,318,1021,303,233000
4367,1033,2524,954,192100
2383,428,1269,421,245500
1304,280,607,256,209500
630,145,378,148,170800
1741,373,872,333,194500
1677,413,873,400,194300
3118,528,1546,545,209400
3465,566,1722,536,228900
2671,437,1484,445,203000
3499,621,1911,621,191700
2026,345,1142,332,187600
9255,1659,4944,1627,223000
18448,2474,7775,2397,348900
7063,1176,3100,1112,192600
3481,808,1866,746,150400
1935,399,1126,389,144600
11026,1978,5407,1923,231100
4086,871,1973,853,202200
2643,516,1862,478,177200
1664,344,1024,339,190500
9020,1509,3575,1486,275700
4260,770,2007,695,230000
4935,954,2874,938,180500
2388,494,1241,459,167200
1998,414,1124,389,180900
7079,1381,3205,1327,212300
3494,566,1391,522,214700
5411,998,2243,1019,240700
2723,604,1847,498,136000
2742,488,2477,532,121900
8069,2174,4369,2036,156800
11250,1893,4952,1859,239500
6459,894,2487,885,261800
555,130,1492,123,125000
567,152,2688,126,212500
2867,496,978,513,291200
3241,895,1592,810,181800
2477,458,1034,455,289700
3457,,1344,530,226000
2637,476,1385,483,158700
2744,494,1411,465,154200
1473,328,785,299,151800
4979,934,2575,874,152500
2345,496,1897,454,112100
1543,297,1355,303,117800
1350,265,1251,257,115200
3199,591,2192,563,136400
2824,523,1797,493,135100
1067,194,600,201,139100
3094,556,1672,545,146900
2263,502,1677,522,139200
5929,932,2817,828,214800
2922,652,2392,629,124000
2976,662,2452,633,113600
1548,348,1131,343,127300
1538,394,1173,388,109800
1157,247,677,218,127200
1831,486,1625,472,103600
508,108,384,86,92600
2178,629,2379,591,108000
3610,772,2899,765,113500
1712,491,1807,478,114800
1694,333,1689,301,116300
975,192,870,183,116100
1056,272,964,300,128700
2933,590,1886,550,131300
4536,1178,2485,909,125900
1081,205,1325,252,108500
4031,923,2558,834,117300
1700,504,1719,459,91900
2910,819,3055,782,98000
1293,339,1494,312,93300
3839,1004,4711,942,116200
1613,298,911,293,134300
2504,553,1550,509,135700
2438,599,1508,548,129200
1868,316,947,328,140100
1279,213,444,204,161000
2550,586,1246,576,146200
2742,491,1761,496,128800
4100,740,2580,730,134200
5173,1069,3502,954,130800
4038,725,2716,759,135000
2209,654,1718,569,113200
344,108,315,119,117800
498,115,368,112,98800
1921,489,1430,467,122600
1025,261,854,269,119400
975,243,809,233,118100
2758,771,2877,694,113300
1185,317,1466,302,94300
2452,700,3029,665,110700
852,237,1024,221,110900
1480,358,1511,348,110600
3827,814,3367,810,129700
1967,378,1459,348,118100
2318,464,1904,451,116400
2215,440,1987,449,129600
3623,809,3712,754,123300
2948,636,2600,602,113600
1914,,1564,328,115800
2242,448,2052,447,113000
2712,402,1389,377,227900
17820,2812,8686,2666,310700
4240,643,1885,637,247600
32054,5290,15507,5050,253900
9446,1650,4911,1534,212900
3351,591,1535,522,230600
9197,1642,4332,1554,282100
18690,2862,9427,2777,315600
797,117,383,114,253800
17527,2751,8380,2676,267000
3638,557,1993,593,221200
21533,3078,9671,2890,368300
27700,4179,15037,4072,339700
6300,937,3671,943,262100
4632,,3038,727,264400
3552,575,2120,573,271500
9959,1544,4904,1429,402500
3128,497,1406,472,462700
1160,166,467,178,386200
761,101,295,95,500001
2524,349,1003,343,380900
4518,716,2037,764,267200
4723,882,2210,768,258700
5179,944,2315,884,189900
3855,585,2205,609,218200
4556,639,2066,651,263900
3408,542,1664,543,239100
2208,477,1084,424,191700
1484,327,927,317,189600
3357,621,1696,604,216600
1811,320,1005,332,188300
1267,191,640,200,220000
3630,800,2257,796,206900
3416,790,2223,728,186000
2535,490,1327,466,180600
1185,197,588,196,196900
6409,1363,3359,1267,173300
7836,1624,4419,1526,180700
1748,403,985,416,180600
2059,361,1073,339,183800
1485,274,1006,258,158500
912,165,522,150,178000
1004,220,772,217,174500
4066,819,2105,737,199600
1324,211,799,228,192200
3082,602,2008,619,182700
1470,241,885,246,168800
1574,276,1088,289,165300
806,147,446,153,151300
2923,670,1751,656,157000
1447,272,1224,268,141900
1566,321,1396,317,141300
2434,535,1623,498,140200
1286,255,1047,249,140100
2559,654,1674,623,155600
2029,351,1327,364,164300
2159,386,1443,385,147400
3076,856,2868,752,117600
1640,391,1312,358,136100
1126,316,819,311,139800
1801,422,1564,425,133000
1788,456,1787,361,124100
1555,361,1571,386,138200
957,194,804,221,151400
1540,328,1037,317,138500
1762,398,1526,365,132600
2673,578,2259,592,145500
1391,309,1038,298,149500
2552,576,2161,548,144400
294,67,266,80,134400
4776,1316,4797,1187,142600
3158,684,2396,713,153000
2838,695,2151,645,126200
1239,254,929,244,153400
123,28,121,26,137500
2399,527,2307,531,141000
1507,369,1548,347,147200
3543,888,3131,823,139400
441,106,504,108,152500
2491,616,2660,595,145800
1696,456,1609,426,138500
1681,360,1648,373,145900
1032,207,954,191,134800
2027,480,1781,447,142400
2227,474,1961,481,164100
2910,709,2583,670,158400
2063,496,1573,468,157100
1438,364,1325,335,162500
3640,830,3537,807,152200
5661,1209,5389,1178,159700
3073,617,2640,594,161300
3569,761,3339,762,160500
1986,448,2013,432,140800
4036,904,3878,846,141600
1558,316,1600,338,143900
1399,277,1285,276,160100
2686,613,2477,573,160800
1954,534,1584,496,131000
2775,657,2847,642,141800
2779,639,2259,670,143400
2215,484,1792,419,166500
2278,476,1728,448,154100
1179,324,1296,331,140600
1076,338,1242,332,151800
4151,850,3563,848,159900
2831,552,2330,557,173100
2707,675,1742,626,176700
2704,514,1669,497,195400
1970,476,1269,406,201200
2393,417,1336,418,187700
1137,203,672,226,189000
1987,399,1279,378,176500
2192,431,1376,428,163900
782,153,499,163,161300
1891,353,1093,382,165500
1185,225,769,235,154200
1285,228,679,231,191900
2108,408,1257,414,185200
1409,305,819,273,188800
1371,246,806,241,187100
